section,symbol,name,sector,industry,trades,avg_net_return,median_net_return,win_rate,profit_factor,total_net_pnl,max_drawdown,first_trade_date,last_trade_date,active_quarters,max_trades_single_quarter,trade_share,pnl_share,symbols,net_pnl,top_1_symbol_trade_share,top_5_symbol_trade_share,top_10_symbol_trade_share,top_20_symbol_trade_share,top_1_symbol_pnl_share,top_5_symbol_pnl_share,top_10_symbol_pnl_share,top_20_symbol_pnl_share,hhi_by_symbol_trades,hhi_by_symbol_pnl,symbol_hotness_bucket,scenario
symbol_summary,2489,瑞軒,MISSING_SECTOR,MISSING_INDUSTRY,10,0.035658826721225306,0.02193987249797524,0.9,53.20607577134954,100786.17855,-1930.5449999999983,2024-02-19,2026-05-21,6.0,3.0,0.005341880341880342,0.01061279536002218,,,,,,,,,,,,,,
symbol_summary,2365,昆盈,MISSING_SECTOR,MISSING_INDUSTRY,14,0.03480972748887997,0.03198108628089362,0.9285714285714286,439.5147652617722,96091.38969999997,-219.12919999999576,2024-02-02,2026-04-28,6.0,5.0,0.007478632478632479,0.010118433592958593,,,,,,,,,,,,,,
symbol_summary,2349,錸德,MISSING_SECTOR,MISSING_INDUSTRY,9,0.03369354042755172,0.041894234375,0.8888888888888888,6.131902896952646,89714.9501,-17481.80975,2024-06-27,2026-02-25,5.0,2.0,0.004807692307692308,0.009446993822407422,,,,,,,,,,,,,,
symbol_summary,2009,第一銅,MISSING_SECTOR,MISSING_INDUSTRY,7,0.04458113994982145,0.043162418518518514,1.0,inf,87655.31270000001,0.0,2024-04-08,2025-12-26,4.0,3.0,0.0037393162393162395,0.009230113784325573,,,,,,,,,,,,,,
symbol_summary,4903,聯光通,Technology/Electronics,Communications/Internet,8,0.038008568670675535,0.023460373288770056,0.875,89.02196595827502,87416.84574999996,-993.1253499999984,2024-07-18,2026-03-23,4.0,3.0,0.004273504273504274,0.009205003189034736,,,,,,,,,,,,,,
symbol_summary,2362,藍天,MISSING_SECTOR,MISSING_INDUSTRY,6,0.05035800350516783,0.03121099441855649,0.6666666666666666,23.92112782533898,86525.2932,-3525.9343,2024-04-25,2026-06-02,4.0,3.0,0.003205128205128205,0.009111122610348429,,,,,,,,,,,,,,
symbol_summary,1727,中華化,MISSING_SECTOR,MISSING_INDUSTRY,9,0.03433123608210271,0.03835438989169675,0.7777777777777778,21.40418883666009,83714.79769999997,-2820.798499999997,2024-07-12,2026-04-24,5.0,2.0,0.004807692307692308,0.008815177134184091,,,,,,,,,,,,,,
symbol_summary,1802,台玻,MISSING_SECTOR,MISSING_INDUSTRY,13,0.02244194340348377,0.02219660704607046,0.8461538461538461,15.474105275641469,83358.51445,-4364.3694,2024-09-27,2026-02-25,5.0,5.0,0.006944444444444444,0.008777660469926627,,,,,,,,,,,,,,
symbol_summary,3297,杭特,Technology/Electronics,Optoelectronics,9,0.03334960809826825,0.03444234242424243,1.0,inf,82319.16000000003,0.0,2025-05-20,2025-08-20,2.0,7.0,0.004807692307692308,0.008668216335392784,,,,,,,,,,,,,,
symbol_summary,1528,恩德,MISSING_SECTOR,MISSING_INDUSTRY,11,0.025553287439642268,0.022492438356164383,0.9090909090909091,13.574211028433584,78889.34320000002,-6273.900049999997,2024-02-02,2026-03-27,5.0,4.0,0.005876068376068376,0.008307056260227237,,,,,,,,,,,,,,
